Country,Year,Series,Value
Malta,1995,GDP in constant 2015 prices (millions of US dollars),5220.00
Malta,2005,GDP in constant 2015 prices (millions of US dollars),7320.00
Malta,2010,GDP in constant 2015 prices (millions of US dollars),8518.00
Malta,2015,GDP in constant 2015 prices (millions of US dollars),11087.00
Malta,2020,GDP in constant 2015 prices (millions of US dollars),13433.00
Malta,2021,GDP in constant 2015 prices (millions of US dollars),15085.00
Malta,2022,GDP in constant 2015 prices (millions of US dollars),16128.00
Malta,1995,GDP real rates of growth (percent),6.30
Malta,2005,GDP real rates of growth (percent),3.40
Malta,2010,GDP real rates of growth (percent),5.50
Malta,2015,GDP real rates of growth (percent),9.60
Malta,2020,GDP real rates of growth (percent),-8.10
Malta,2021,GDP real rates of growth (percent),12.30
Malta,2022,GDP real rates of growth (percent),6.90
Marshall Islands,1995,GDP in current prices (millions of US dollars),125.00
Marshall Islands,2005,GDP in current prices (millions of US dollars),138.00
Marshall Islands,2010,GDP in current prices (millions of US dollars),160.00
Marshall Islands,2015,GDP in current prices (millions of US dollars),183.00
Marshall Islands,2020,GDP in current prices (millions of US dollars),242.00
Marshall Islands,2021,GDP in current prices (millions of US dollars),260.00
Marshall Islands,2022,GDP in current prices (millions of US dollars),280.00
Marshall Islands,1995,GDP per capita (US dollars),2467.00
Marshall Islands,2005,GDP per capita (US dollars),2534.00
Marshall Islands,2010,GDP per capita (US dollars),3001.00
Marshall Islands,2015,GDP per capita (US dollars),3704.00
Marshall Islands,2020,GDP per capita (US dollars),5568.00
Marshall Islands,2021,GDP per capita (US dollars),6172.00
Marshall Islands,2022,GDP per capita (US dollars),6728.00
Marshall Islands,1995,GDP in constant 2015 prices (millions of US dollars),179.00
Marshall Islands,2005,GDP in constant 2015 prices (millions of US dollars),170.00
Marshall Islands,2010,GDP in constant 2015 prices (millions of US dollars),178.00
Marshall Islands,2015,GDP in constant 2015 prices (millions of US dollars),183.00
Marshall Islands,2020,GDP in constant 2015 prices (millions of US dollars),219.00
Marshall Islands,2021,GDP in constant 2015 prices (millions of US dollars),221.00
Marshall Islands,2022,GDP in constant 2015 prices (millions of US dollars),225.00
Marshall Islands,1995,GDP real rates of growth (percent),9.00
Marshall Islands,2005,GDP real rates of growth (percent),1.80
Marshall Islands,2010,GDP real rates of growth (percent),5.40
Marshall Islands,2015,GDP real rates of growth (percent),2.10
Marshall Islands,2020,GDP real rates of growth (percent),-1.80
Marshall Islands,2021,GDP real rates of growth (percent),1.10
Marshall Islands,2022,GDP real rates of growth (percent),1.50
Mauritania,1995,GDP in current prices (millions of US dollars),2371.00
Mauritania,2005,GDP in current prices (millions of US dollars),2937.00
Mauritania,2010,GDP in current prices (millions of US dollars),5629.00
Mauritania,2015,GDP in current prices (millions of US dollars),6167.00
Mauritania,2020,GDP in current prices (millions of US dollars),8405.00
Mauritania,2021,GDP in current prices (millions of US dollars),9996.00
Mauritania,2022,GDP in current prices (millions of US dollars),10997.00
Mauritania,1995,GDP per capita (US dollars),996.00
Mauritania,2005,GDP per capita (US dollars),975.00
Mauritania,2010,GDP per capita (US dollars),1646.00
Mauritania,2015,GDP per capita (US dollars),1563.00
Mauritania,2020,GDP per capita (US dollars),1868.00
Mauritania,2021,GDP per capita (US dollars),2166.00
Mauritania,2022,GDP per capita (US dollars),2322.00
Mauritania,1995,GDP in constant 2015 prices (millions of US dollars),3139.00
Mauritania,2005,GDP in constant 2015 prices (millions of US dollars),4169.00
Mauritania,2010,GDP in constant 2015 prices (millions of US dollars),4951.00
Mauritania,2015,GDP in constant 2015 prices (millions of US dollars),6167.00
Mauritania,2020,GDP in constant 2015 prices (millions of US dollars),7252.00
Mauritania,2021,GDP in constant 2015 prices (millions of US dollars),7430.00
Mauritania,2022,GDP in constant 2015 prices (millions of US dollars),7955.00
Mauritania,1995,GDP real rates of growth (percent),-2.40
Mauritania,2005,GDP real rates of growth (percent),8.60
Mauritania,2010,GDP real rates of growth (percent),2.60
Mauritania,2015,GDP real rates of growth (percent),5.40
Mauritania,2020,GDP real rates of growth (percent),-0.90
Mauritania,2021,GDP real rates of growth (percent),2.40
Mauritania,2022,GDP real rates of growth (percent),7.10
Mauritius,1995,GDP in current prices (millions of US dollars),4273.00
Mauritius,2005,GDP in current prices (millions of US dollars),6775.00
Mauritius,2010,GDP in current prices (millions of US dollars),10004.00
Mauritius,2015,GDP in current prices (millions of US dollars),12007.00
Mauritius,2020,GDP in current prices (millions of US dollars),11401.00
Mauritius,2021,GDP in current prices (millions of US dollars),11476.00
Mauritius,2022,GDP in current prices (millions of US dollars),12898.00
Mauritius,1995,GDP per capita (US dollars),3683.00
Mauritius,2005,GDP per capita (US dollars),5386.00
Mauritius,2010,GDP per capita (US dollars),7795.00
Mauritius,2015,GDP per capita (US dollars),9285.00
Mauritius,2020,GDP per capita (US dollars),8785.00
Mauritius,2021,GDP per capita (US dollars),8835.00
Mauritius,2022,GDP per capita (US dollars),9926.00
Mauritius,1995,GDP in constant 2015 prices (millions of US dollars),5070.00
Mauritius,2005,GDP in constant 2015 prices (millions of US dollars),7845.00
Mauritius,2010,GDP in constant 2015 prices (millions of US dollars),9885.00
Mauritius,2015,GDP in constant 2015 prices (millions of US dollars),12007.00
Mauritius,2020,GDP in constant 2015 prices (millions of US dollars),11844.00
Mauritius,2021,GDP in constant 2015 prices (millions of US dollars),12247.00
Mauritius,2022,GDP in constant 2015 prices (millions of US dollars),13311.00
Mauritius,1995,GDP real rates of growth (percent),4.40
Mauritius,2005,GDP real rates of growth (percent),1.80
Mauritius,2010,GDP real rates of growth (percent),4.40
Mauritius,2015,GDP real rates of growth (percent),3.70
Mauritius,2020,GDP real rates of growth (percent),-14.60
Mauritius,2021,GDP real rates of growth (percent),3.40
Mauritius,2022,GDP real rates of growth (percent),8.70
Mexico,1995,GDP in current prices (millions of US dollars),380157.00
Mexico,2005,GDP in current prices (millions of US dollars),917572.00
Mexico,2010,GDP in current prices (millions of US dollars),1105424.00
Mexico,2015,GDP in current prices (millions of US dollars),1213294.00
Mexico,2020,GDP in current prices (millions of US dollars),1120832.00
Mexico,2021,GDP in current prices (millions of US dollars),1313070.00
Mexico,2022,GDP in current prices (millions of US dollars),1463324.00
Mexico,1995,GDP per capita (US dollars),4225.00
Mexico,2005,GDP per capita (US dollars),8702.00
Mexico,2010,GDP per capita (US dollars),9823.00
Mexico,2015,GDP per capita (US dollars),10098.00
Mexico,2020,GDP per capita (US dollars),8896.00
Mexico,2021,GDP per capita (US dollars),10363.00
Mexico,2022,GDP per capita (US dollars),11477.00
Mexico,1995,GDP in constant 2015 prices (millions of US dollars),724232.00
Mexico,2005,GDP in constant 2015 prices (millions of US dollars),1004312.00
Mexico,2010,GDP in constant 2015 prices (millions of US dollars),1066822.00
Mexico,2015,GDP in constant 2015 prices (millions of US dollars),1213294.00
Mexico,2020,GDP in constant 2015 prices (millions of US dollars),1169145.00
Mexico,2021,GDP in constant 2015 prices (millions of US dollars),1236244.00
Mexico,2022,GDP in constant 2015 prices (millions of US dollars),1285063.00
Mexico,1995,GDP real rates of growth (percent),-5.90
Mexico,2005,GDP real rates of growth (percent),2.10
Mexico,2010,GDP real rates of growth (percent),5.00
Mexico,2015,GDP real rates of growth (percent),2.70
Mexico,2020,GDP real rates of growth (percent),-8.60
Mexico,2021,GDP real rates of growth (percent),5.70
Mexico,2022,GDP real rates of growth (percent),3.90
Micronesia (Fed. States of),1995,GDP in current prices (millions of US dollars),222.00
Micronesia (Fed. States of),2005,GDP in current prices (millions of US dollars),251.00
Micronesia (Fed. States of),2010,GDP in current prices (millions of US dollars),297.00
Micronesia (Fed. States of),2015,GDP in current prices (millions of US dollars),316.00
Micronesia (Fed. States of),2020,GDP in current prices (millions of US dollars),408.00
Micronesia (Fed. States of),2021,GDP in current prices (millions of US dollars),404.00
Micronesia (Fed. States of),2022,GDP in current prices (millions of US dollars),427.00
Micronesia (Fed. States of),1995,GDP per capita (US dollars),2011.00
Micronesia (Fed. States of),2005,GDP per capita (US dollars),2259.00
Micronesia (Fed. States of),2010,GDP per capita (US dollars),2760.00
Micronesia (Fed. States of),2015,GDP per capita (US dollars),2891.00
Micronesia (Fed. States of),2020,GDP per capita (US dollars),3639.00
Micronesia (Fed. States of),2021,GDP per capita (US dollars),3571.00
Micronesia (Fed. States of),2022,GDP per capita (US dollars),3741.00
Micronesia (Fed. States of),1995,GDP in constant 2015 prices (millions of US dollars),313.00
Micronesia (Fed. States of),2005,GDP in constant 2015 prices (millions of US dollars),321.00
Micronesia (Fed. States of),2010,GDP in constant 2015 prices (millions of US dollars),317.00
Micronesia (Fed. States of),2015,GDP in constant 2015 prices (millions of US dollars),316.00
Micronesia (Fed. States of),2020,GDP in constant 2015 prices (millions of US dollars),327.00
Micronesia (Fed. States of),2021,GDP in constant 2015 prices (millions of US dollars),316.00
Micronesia (Fed. States of),2022,GDP in constant 2015 prices (millions of US dollars),314.00
Micronesia (Fed. States of),1995,GDP real rates of growth (percent),4.20
Micronesia (Fed. States of),2005,GDP real rates of growth (percent),2.10
Micronesia (Fed. States of),2010,GDP real rates of growth (percent),2.30
Micronesia (Fed. States of),2015,GDP real rates of growth (percent),4.60
Micronesia (Fed. States of),2020,GDP real rates of growth (percent),-1.80
Micronesia (Fed. States of),2021,GDP real rates of growth (percent),-3.20
Micronesia (Fed. States of),2022,GDP real rates of growth (percent),-0.60
Monaco,1995,GDP in current prices (millions of US dollars),3064.00
Monaco,2005,GDP in current prices (millions of US dollars),4203.00
Monaco,2010,GDP in current prices (millions of US dollars),5362.00
Monaco,2015,GDP in current prices (millions of US dollars),6259.00
Monaco,2020,GDP in current prices (millions of US dollars),6740.00
Monaco,2021,GDP in current prices (millions of US dollars),8626.00
Monaco,2022,GDP in current prices (millions of US dollars),8772.00
Monaco,1995,GDP per capita (US dollars),97328.00
Monaco,2005,GDP per capita (US dollars),130767.00
Monaco,2010,GDP per capita (US dollars),161624.00
Monaco,2015,GDP per capita (US dollars),170270.00
Monaco,2020,GDP per capita (US dollars),182537.00
Monaco,2021,GDP per capita (US dollars),235133.00
Monaco,2022,GDP per capita (US dollars),240535.00
Monaco,1995,GDP in constant 2015 prices (millions of US dollars),3417.00
Monaco,2005,GDP in constant 2015 prices (millions of US dollars),4292.00
Monaco,2010,GDP in constant 2015 prices (millions of US dollars),4701.00
Monaco,2015,GDP in constant 2015 prices (millions of US dollars),6259.00
Monaco,2020,GDP in constant 2015 prices (millions of US dollars),6157.00
Monaco,2021,GDP in constant 2015 prices (millions of US dollars),7503.00
Monaco,2022,GDP in constant 2015 prices (millions of US dollars),8336.00
Monaco,1995,GDP real rates of growth (percent),2.10
Monaco,2005,GDP real rates of growth (percent),1.70
Monaco,2010,GDP real rates of growth (percent),2.10
Monaco,2015,GDP real rates of growth (percent),4.90
Monaco,2020,GDP real rates of growth (percent),-13.00
Monaco,2021,GDP real rates of growth (percent),21.90
Monaco,2022,GDP real rates of growth (percent),11.10
Mongolia,1995,GDP in current prices (millions of US dollars),1721.00
Mongolia,2005,GDP in current prices (millions of US dollars),2926.00
Mongolia,2010,GDP in current prices (millions of US dollars),7189.00
Mongolia,2015,GDP in current prices (millions of US dollars),11620.00
Mongolia,2020,GDP in current prices (millions of US dollars),13313.00
Mongolia,2021,GDP in current prices (millions of US dollars),15286.00
Mongolia,2022,GDP in current prices (millions of US dollars),17146.00
Mongolia,1995,GDP per capita (US dollars),739.00
Mongolia,2005,GDP per capita (US dollars),1143.00
Mongolia,2010,GDP per capita (US dollars),2660.00
Mongolia,2015,GDP per capita (US dollars),3919.00
Mongolia,2020,GDP per capita (US dollars),4041.00
Mongolia,2021,GDP per capita (US dollars),4566.00
Mongolia,2022,GDP per capita (US dollars),5046.00
Mongolia,1995,GDP in constant 2015 prices (millions of US dollars),3373.00
Mongolia,2005,GDP in constant 2015 prices (millions of US dollars),5284.00
Mongolia,2010,GDP in constant 2015 prices (millions of US dollars),7232.00
Mongolia,2015,GDP in constant 2015 prices (millions of US dollars),11620.00
Mongolia,2020,GDP in constant 2015 prices (millions of US dollars),13529.00
Mongolia,2021,GDP in constant 2015 prices (millions of US dollars),13750.00
Mongolia,2022,GDP in constant 2015 prices (millions of US dollars),14442.00
Mongolia,1995,GDP real rates of growth (percent),6.40
Mongolia,2005,GDP real rates of growth (percent),7.30
Mongolia,2010,GDP real rates of growth (percent),6.40
Mongolia,2015,GDP real rates of growth (percent),1.30
Mongolia,2020,GDP real rates of growth (percent),-4.60
Mongolia,2021,GDP real rates of growth (percent),1.60
Mongolia,2022,GDP real rates of growth (percent),5.00
Montenegro,1995,GDP in current prices (millions of US dollars),1215.00
Montenegro,2005,GDP in current prices (millions of US dollars),2279.00
Montenegro,2010,GDP in current prices (millions of US dollars),4139.00
Montenegro,2015,GDP in current prices (millions of US dollars),4053.00
Montenegro,2020,GDP in current prices (millions of US dollars),4781.00
Montenegro,2021,GDP in current prices (millions of US dollars),5861.00
Montenegro,2022,GDP in current prices (millions of US dollars),6230.00
Montenegro,1995,GDP per capita (US dollars),1922.00
Montenegro,2005,GDP per capita (US dollars),3601.00
Montenegro,2010,GDP per capita (US dollars),6559.00
Montenegro,2015,GDP per capita (US dollars),6393.00
Montenegro,2020,GDP per capita (US dollars),7600.00
Montenegro,2021,GDP per capita (US dollars),9334.00
